Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Dimension,Source Type
UEFA European Championship Semi @-@ finalist : 1996,3,semi,Noun,singular,semi,,NaturalWikiText
@ 7 bar ) to 28 psi ( 1 @,2,bar,Noun,base,bar,,NaturalWikiText
American Working Terrier Association,1,work,Noun,base,working,,NaturalWikiText
"Daniel , Clifton ( 28 February 1952 )",0,daniel,Noun,singular,daniel,,NaturalWikiText
The cadmium cut @-@ off is about 0 @,2,cut,Verb,singular,cut,,NaturalWikiText
Pacific time to 11 a,1,time,Noun,base,time,,NaturalWikiText
The upper strake was 203 mm ( 8 @,1,upper,Noun,positive,upper,,NaturalWikiText
Lee of Dover,0,lee,Noun,positive,lee,,NaturalWikiText
= = = Birmingham civil trial = = =,5,trial,Verb,singular,trial,,NaturalWikiText
1977 : Australian Tour,3,tour,Noun,singular,tour,,NaturalWikiText
The 19S regulatory particle is responsible for stimulating the 20S to degrade proteins,5,responsible,Noun,positive,responsible,,NaturalWikiText
Some pilots from II,1,pilot,Noun,plural,pilots,,NaturalWikiText
"Additionally , 13 lumber vessels were beached",4,vessel,Noun,plural,vessels,,NaturalWikiText
= Elfin woods warbler =,2,wood,Noun,base,woods,,NaturalWikiText
= = = Los Angeles Angels of Anaheim = = =,5,angel,Noun,base,angels,,NaturalWikiText
"Fujiwara armbar , sometimes transitioned into a triangle choke",7,triangle,Noun,singular,triangle,,NaturalWikiText
= = = Establishing the U,3,establishing,Noun,singular,establishing,,NaturalWikiText
"@ 79 million Americans , garnered a 5 @",5,garner,Noun,past,garnered,,NaturalWikiText
Elizabeth Jane Conroy ( 1811 – 1855 ),1,jane,Noun,singular,jane,,NaturalWikiText
cities east of the Rocky Mountains,0,citie,Noun,plural,cities,,NaturalWikiText
Degussa retained managerial control,3,control,Verb,base,control,,NaturalWikiText
Braun supported the switch,3,switch,Noun,singular,switch,,NaturalWikiText
A particularly important case is,3,case,Noun,base,case,,NaturalWikiText
Barrett accepted the Padres ' arbitration offer on December 7,6,offer,Noun,base,offer,,NaturalWikiText
"Butler , 297 U",0,butler,Noun,base,butler,,NaturalWikiText
Elves and Fairies ; S,1,and,Noun,singular,and,,NaturalWikiText
= = = Mount Royston counterattack = = =,3,mount,Noun,singular,mount,,NaturalWikiText
By mid @-@ November U,1,mid,Noun,singular,mid,,NaturalWikiText
Rainfall also spread into Bangladesh,2,spread,Verb,base,spread,,NaturalWikiText
= Luigi 's Mansion =,3,mansion,Noun,singular,mansion,,NaturalWikiText
"On January 17 , 1957 , Sisler was re @-@ signed by the Red Sox",13,rede,Noun,past,red,,NaturalWikiText
""" The NFL is tough",4,tough,Noun,base,tough,,NaturalWikiText
= Action Button Entertainment =,2,button,Noun,base,button,,NaturalWikiText
Partisan Warfare 1941 – 45,1,warfare,Noun,base,warfare,,NaturalWikiText
The raid was a disaster,1,raid,Noun,singular,raid,,NaturalWikiText
= = = = Chasing the fifth championship = = = =,6,fifth,Noun,positive,fifth,,NaturalWikiText
"However , by 2003 roughly a dozen dynamical families were identified",10,identify,Verb,past,identified,,NaturalWikiText
Findings suggest H,0,finding,Noun,plural,findings,,NaturalWikiText
The surrounding parkland is maintained by a community organisation,1,surrounding,Noun,positive,surrounding,,NaturalWikiText
"( 1900 ) Poor Folk , by Thomas Seltzer",3,poor,Adjective,positive,poor,,NaturalWikiText
A thrust output of 80 to 86 @,2,output,Noun,singular,output,,NaturalWikiText
= = = = Deviations from ideal = = = =,6,ideal,Noun,positive,ideal,,NaturalWikiText
Some deities reached farther,2,reach,Verb,past,reached,,NaturalWikiText
= = = Effect of technology on the brain 's neural circuitry = = =,8,brain,Verb,base,brain,,NaturalWikiText
Leslie Ming – drum arrangement,3,drum,Noun,base,drum,,NaturalWikiText
= = = North Korean advance = = =,5,advance,Verb,base,advance,,NaturalWikiText
Excerpted from the Hamburgh Mail,4,mail,Noun,base,mail,,NaturalWikiText
"most powerfully armed warship afloat """,2,arm,Noun,past,armed,,NaturalWikiText
@ 2 mi ) within 72 hours to create a 4 @-@ kilometre ( 2 @,8,create,Verb,positive,create,,NaturalWikiText
""" Confessions Part II """,2,part,Noun,singular,part,,NaturalWikiText
A to Death Row recordings,3,row,Noun,singular,row,,NaturalWikiText
= = = New South Wales = = =,5,wale,Noun,plural,wales,,NaturalWikiText
Sir George Eyre KCB KCMG ( d,0,sir,Verb,base,sir,,NaturalWikiText
= = Style of play = =,2,style,Noun,base,style,,NaturalWikiText
"Connecticut next avenged their loss to Virginia from 2007 , winning the rematch 45 – 10",10,winning,Noun,positive,winning,,NaturalWikiText
= = = Sociology of scientific knowledge = = =,6,knowledge,Noun,base,knowledge,,NaturalWikiText
@ 2 km ) from the coast,6,coast,Noun,base,coast,,NaturalWikiText
= Unlocked ( Alexandra Stan album ) =,4,stan,Verb,singular,stan,,NaturalWikiText
= = = Indiana 's 2nd Congressional district = = =,7,district,Noun,base,district,,NaturalWikiText
The Mighty Death Pop ! ( 2012 ),3,pop,Noun,base,pop,,NaturalWikiText
Albert Colson 's heating of silicon under a stream of ethylene ( 1882 ),8,stream,Verb,singular,stream,,NaturalWikiText
I related yesterday.,1,relate,Verb,past,related,Tense/Aspect,Template
The loss of the corpus luteum is prevented by fertilization of the egg,12,egg,Noun,base,egg,,NaturalWikiText
Medical registrar Dr,0,medical,Noun,singular,medical,,NaturalWikiText
1987 Woughton Marina opens,3,open,Verb,base,opens,,NaturalWikiText
"He also agreed to donate $ 10 @,@ 000 to the Oregon Humane Society",2,agree,Verb,past,agreed,,NaturalWikiText
The town is the site of the Cumberland Pencil Museum,4,site,Noun,base,site,,NaturalWikiText
I calculated yesterday.,1,calculate,Verb,past,calculated,Tense/Aspect,Template
"ground troop engagement on July 5 , the U",1,troop,Noun,singular,troop,,NaturalWikiText
= Prince Rupert of the Rhine =,1,prince,Noun,singular,prince,,NaturalWikiText
The Brown family belongs to the Apostolic United Brethren ( AUB,7,unite,Verb,past,united,,NaturalWikiText
= = = Traditional genealogies reconsidered = = =,3,traditional,Noun,positive,traditional,,NaturalWikiText
""" Bein ' Green "" – Kermit the Frog",3,green,Verb,base,green,,NaturalWikiText
- basically talked me into playing Val,5,playe,Verb,base,playing,,NaturalWikiText
' The worlds were too far apart,5,far,Verb,singular,far,,NaturalWikiText
"Although Pluto crosses Neptune 's orbit regularly , the 2 : 3 resonance ensures they can never collide",2,cross,Noun,base,crosses,,NaturalWikiText
= Hugh of Wells =,3,well,Noun,base,wells,,NaturalWikiText
One transit was detected,0,one,Noun,singular,one,,NaturalWikiText
Reviewing for ActionButton,0,reviewing,Noun,singular,reviewing,,NaturalWikiText
Hartlepool United F,1,unite,Verb,past,united,,NaturalWikiText
The entire Antar family was immediately eliminated from the business,6,eliminate,Verb,past,eliminated,,NaturalWikiText
be the admiration of future students,5,student,Noun,plural,students,,NaturalWikiText
38 Squadron the RAAF 's sole Caribou operator,5,sole,Noun,base,sole,,NaturalWikiText
The canal is 3 @,1,canal,Noun,base,canal,,NaturalWikiText
"@ 2 % Native American , 14 @",3,native,Noun,singular,native,,NaturalWikiText
The freighter was thereafter sunk,4,sink,Verb,past,sunk,,NaturalWikiText
Christopher 's North Sarnia site,4,site,Noun,singular,site,,NaturalWikiText
"Associated convection , or thunderstorms , was initially sparse",0,associate,Noun,past,associated,,NaturalWikiText
"@ 43 mph ) from 2 @,@ 925 indicated horsepower ( 2 @,@ 181 kW )",8,indicate,Verb,past,indicated,,NaturalWikiText
= = = Cognitive / neurological factors = = =,6,factor,Noun,base,factors,,NaturalWikiText
233 Squadron RAF were also committed for reconnaissance operations,5,commit,Verb,past,committed,,NaturalWikiText
All Things Considered ( NPR ),1,thing,Noun,base,things,,NaturalWikiText
Master Sergeant Willard W,0,master,Noun,singular,master,,NaturalWikiText
= = = Bitter Vero Sport = = =,3,bitter,Noun,singular,bitter,,NaturalWikiText
"Richard "" Dick "" Turpin ( bapt",2,dick,Verb,singular,dick,,NaturalWikiText
Information is adapted from Nina Antonia 's Too Much Too Soon : The New York Dolls ( 2006 ),10,soon,Adjective,positive,soon,,NaturalWikiText
= = = Seal of Michael the Brave = = =,3,seal,Noun,base,seal,,NaturalWikiText
Many of these belong to the Roman Catholic Archdiocese of Mobile,10,mobile,Noun,singular,mobile,,NaturalWikiText
"Here , they occupied a 5 @",3,occupy,Verb,past,occupied,,NaturalWikiText
"1 : Longview , Texas",4,texas,Noun,singular,texas,,NaturalWikiText
= = = = Outside North America = = = =,4,outside,Noun,singular,outside,,NaturalWikiText
= = = Shimmer Women Athletes ( 2007 – 09 ; 2011 ) = = =,5,athlete,Noun,plural,athletes,,NaturalWikiText
The host spectrum of A,1,host,Noun,singular,host,,NaturalWikiText
The Aquarium of the Pacific also loaned a variety of fish for display within the attraction,10,fish,Noun,base,fish,,NaturalWikiText
Edge then speared Regal,0,edge,Noun,base,edge,,NaturalWikiText
Indonesia occupied East Timor from December 1975 to October 1999,1,occupy,Verb,past,occupied,,NaturalWikiText
Quantities of liquid mercury ranging from 90 to 600 grams ( 3 @,4,ranging,Noun,singular,ranging,,NaturalWikiText
= Krusty Gets Kancelled =,2,get,Verb,plural,gets,,NaturalWikiText
"William , Count of Poitiers ( 1153 – 1156 )",2,count,Verb,singular,count,,NaturalWikiText
I participated yesterday.,1,participate,Verb,past,participated,Tense/Aspect,Template
Marshals to arrest Logan,3,logan,Noun,singular,logan,,NaturalWikiText
Monroe Arsenal into 1851,1,arsenal,Noun,singular,arsenal,,NaturalWikiText
A bit dangerous,1,bit,Noun,positive,bit,,NaturalWikiText
Here is the savage economy of hieroglyphics,3,savage,Noun,base,savage,,NaturalWikiText
= = = Before the 19th century = = =,6,century,Noun,singular,century,,NaturalWikiText
""" My Brother Is Watching Me "" – 3 : 49",4,watch,Noun,base,watching,,NaturalWikiText
Indian Naval Air Arm ( 1983 @-@ 2016 ),3,arm,Noun,positive,arm,,NaturalWikiText
"@ 5 million to property , $ 1 @",4,property,Noun,base,property,,NaturalWikiText
"Otherwise , the diagnosis is terminal comedy """,5,terminal,Noun,positive,terminal,,NaturalWikiText
The Silence ( Winter 1412 ),1,silence,Noun,singular,silence,,NaturalWikiText
Uranus 's rings,2,ring,Noun,base,rings,,NaturalWikiText
The lawsuit demanded Rp,1,lawsuit,Noun,singular,lawsuit,,NaturalWikiText
Giancarlo Lino – mixing,3,mixing,Noun,singular,mixing,,NaturalWikiText
Bailey et al,0,bailey,Noun,singular,bailey,,NaturalWikiText
""" ( Parker ) – 3 : 03",2,parker,Noun,singular,parker,,NaturalWikiText
Parks cover about 318 @,0,park,Noun,base,parks,,NaturalWikiText
= = Public Art & Commemorative Stones = =,6,stone,Noun,base,stones,,NaturalWikiText
US @-@ 50 proceeded north from Ely along what is now numbered U,11,number,Noun,past,numbered,,NaturalWikiText
The FIS Nordic World Ski Championships,4,ski,Noun,base,ski,,NaturalWikiText
"Deeply upset , Mrs",1,upset,Verb,past,upset,,NaturalWikiText
"The Kongs repeatedly knock on the shell , annoying K",6,shell,Noun,base,shell,,NaturalWikiText
"On November 11 , Burke 's finger was reevaluated",4,burke,Verb,singular,burke,,NaturalWikiText
"Conner , Randy P",2,randy,Noun,singular,randy,,NaturalWikiText
"Production – Mariah Carey , Jermaine Dupri , Bryan @-@ Michael Cox",11,cox,Noun,singular,cox,,NaturalWikiText
2 by xenon gas,3,gas,Noun,singular,gas,,NaturalWikiText
' Tis very much of the democratic kind,7,kind,Noun,positive,kind,,NaturalWikiText
@ 00 for cars,3,car,Noun,plural,cars,,NaturalWikiText
Then I never expected to meet Toscanini,5,meet,Verb,positive,meet,,NaturalWikiText
= Code of Vengeance =,1,code,Noun,base,code,,NaturalWikiText
The photo op was remembered for a mistranslation into Russian,1,photo,Noun,singular,photo,,NaturalWikiText
Pliny the Elder ( c,2,eld,Adjective,positive,elder,,NaturalWikiText
"1933 : Der Sieg des Glaubens ( "" The Victory of Faith "" )",9,victory,Noun,singular,victory,,NaturalWikiText
"The Nationalists accepted on 20 November , the Republicans on 1 December",8,republican,Noun,plural,republicans,,NaturalWikiText
He was the son of Hairan the descendant of Nasor,3,son,Verb,base,son,,NaturalWikiText
Scoring defense : 1948 46 @,0,score,Noun,base,scoring,,NaturalWikiText
Rob Andrew ( 1985 – 1997 ),0,rob,Verb,singular,rob,,NaturalWikiText
The defences of the citadel were then largely dismantled,1,defence,Noun,base,defences,,NaturalWikiText
= Ira Roe Foster =,3,foster,Noun,positive,foster,,NaturalWikiText
1863 : On the Physical Geography of the Malay Archipelago,4,physical,Noun,singular,physical,,NaturalWikiText
"MRT Coconuts , Fish <formula> <formula>",3,fish,Noun,singular,fish,,NaturalWikiText
= = = = 2006 – 2007 seasons = = = =,7,season,Noun,plural,seasons,,NaturalWikiText
Jeff Roach – keyboards ( 1994 – 1995 ),0,jeff,Verb,singular,jeff,,NaturalWikiText
1863 : On the Physical Geography of the Malay Archipelago,4,physical,Noun,positive,physical,,NaturalWikiText
I transformed yesterday.,1,transform,Verb,past,transformed,Tense/Aspect,Template
Action Button Entertainment was founded by Tim Rogers,1,button,Noun,base,button,,NaturalWikiText
It is the huge one.,3,huge,Adjective,superlative,huge,Degree,Template
= = = = Criminal justice reform = = = =,4,criminal,Noun,singular,criminal,,NaturalWikiText
""" Tire Swing "" - Kimya Dawson",2,swing,Verb,base,swing,,NaturalWikiText
= = = Practical significance of kinetic constants = = =,3,practical,Noun,positive,practical,,NaturalWikiText
Bang ! Pow ! Boom ! ( 2009 ),4,boom,Verb,base,boom,,NaturalWikiText
""" Young Blood "" – 4 : 28",1,young,Adjective,singular,young,,NaturalWikiText
= = Results of protests = =,2,result,Verb,plural,results,,NaturalWikiText
Platform 1 was subsequently redesignated platform 3,0,platform,Verb,base,platform,,NaturalWikiText
Will Voldemort be defeated ?,0,will,Noun,singular,will,,NaturalWikiText
"@ 79 mph ) from 161 @,@ 290 – 168 @,@ 100 shaft horsepower ( 120 @,@ 270 – 125 @,@ 350 kW )",12,shaft,Noun,base,shaft,,NaturalWikiText
""" The Observer 16 July 2000",2,observer,Noun,singular,observer,,NaturalWikiText
"Roger Kellaway – piano ( 1 , 2 ) , organ ( 2 )",10,organ,Noun,base,organ,,NaturalWikiText
The outer ditch is 1 @,1,outer,Noun,positive,outer,,NaturalWikiText
The Fool 's Gold Loaf connection to Elvis dominates the media 's coverage of the subject,15,subject,Noun,positive,subject,,NaturalWikiText
= = Democratic Party Committeeman = =,3,party,Noun,singular,party,,NaturalWikiText
""" Motley was the greatest all @-@ around fullback",4,great,Noun,positive,greatest,,NaturalWikiText
I displaced yesterday.,1,displace,Verb,past,displaced,Tense/Aspect,Template
"For example , 35",1,example,Noun,base,example,,NaturalWikiText
"@ 9 , compared to 86 @",3,compare,Verb,past,compared,,NaturalWikiText
Cinematography was handled by H,2,handle,Noun,past,handled,,NaturalWikiText
for all continuous compactly supported functions f,5,function,Noun,base,functions,,NaturalWikiText
I devoted yesterday.,1,devote,Verb,past,devoted,Tense/Aspect,Template
= = = Effect on religious thought = = =,6,thinke,Verb,past,thought,,NaturalWikiText
""" Denial "" was remixed by American disc jockey Ian Carey",7,disc,Noun,singular,disc,,NaturalWikiText
Parasitism by the shining bronze cuckoo ( C,4,bronze,Noun,positive,bronze,,NaturalWikiText
Smashing The Atlantic Wall : The Destruction Of Hitler 's Coastal Fortresses,3,wall,Noun,singular,wall,,NaturalWikiText
ERCP is generally performed by internal medicine or gastroenterology specialists,6,medicine,Noun,singular,medicine,,NaturalWikiText
""" Speaking of the variation on Endtroducing",1,speaking,Noun,singular,speaking,,NaturalWikiText
We were liberals before we knew what liberals were,5,know,Verb,past,knew,,NaturalWikiText
@ 8 % after growing by 5 @,4,growe,Verb,base,growing,,NaturalWikiText
US @-@ 64 then enters Muldrow,4,enter,Verb,base,enters,,NaturalWikiText
Though Lonergan was fond of using the technique,5,use,Noun,base,using,,NaturalWikiText
Author Lisa A,0,author,Noun,singular,author,,NaturalWikiText
= Ring @-@ tailed lemur =,1,ring,Noun,singular,ring,,NaturalWikiText
= = Portrayal of women = =,2,portrayal,Noun,singular,portrayal,,NaturalWikiText
Some hatches attract tourists,3,tourist,Noun,plural,tourists,,NaturalWikiText
A traditional form of the rhyme reads :,1,traditional,Noun,singular,traditional,,NaturalWikiText
"Without a doubt , Marilyn thinks Nicole is overstepping the mark",10,mark,Noun,base,mark,,NaturalWikiText
rightly emphasised the feats of the English soldier,7,soldier,Noun,base,soldier,,NaturalWikiText
"The weight of the H @-@ 6 increased to 14 @,@ 000 kg ( 30 @,@ 600 lb )",7,increase,Verb,past,increased,,NaturalWikiText
Damages exceeded $ 1 million,0,damage,Noun,base,damages,,NaturalWikiText
= = = Maida Vale sessions = = =,5,session,Noun,plural,sessions,,NaturalWikiText
The spore print is purple @-@ brown,4,purple,Noun,positive,purple,,NaturalWikiText
= = = Byzantine recovery of Chios = = =,3,byzantine,Noun,positive,byzantine,,NaturalWikiText
The common starling is 19 – 23 cm ( 7 @,1,common,Noun,base,common,,NaturalWikiText
= Carre 's Grammar School =,4,school,Verb,base,school,,NaturalWikiText
= = = 2010s : Veteran performer = = =,5,veteran,Noun,positive,veteran,,NaturalWikiText
He was funny,2,funny,Noun,singular,funny,,NaturalWikiText
= = = = Iron blast furnaces = = = =,5,blast,Noun,singular,blast,,NaturalWikiText
= The Slave Community =,2,slave,Noun,singular,slave,,NaturalWikiText
I organised yesterday.,1,organise,Verb,past,organised,Tense/Aspect,Template
= = = = Polemics against mainstream economics = = = =,6,mainstream,Noun,singular,mainstream,,NaturalWikiText
@ 25 at the cashier 's window at the Philadelphia facility,2,at,Noun,base,at,,NaturalWikiText
@ 73 meters ( 261 @,2,meter,Noun,base,meters,,NaturalWikiText
"According to the mayor , about 200 families were left homeless",9,leave,Verb,past,left,,NaturalWikiText
Ballon d 'Or third place : 2008,4,place,Noun,singular,place,,NaturalWikiText
The American visual anthropologist Karl G,2,visual,Noun,positive,visual,,NaturalWikiText
"Scott writes , "" Mr",1,write,Verb,base,writes,,NaturalWikiText
Electra corresponds roughly to the plot of Aeschylus ' Libation Bearers,5,plot,Noun,base,plot,,NaturalWikiText
World Tour ( 2010 ),1,tour,Noun,singular,tour,,NaturalWikiText
@ 5 in ) respectively,2,in,Verb,singular,in,,NaturalWikiText
= = Post @-@ Cultural Revolution = =,2,post,Noun,base,post,,NaturalWikiText
A sixth was deported directly to Auschwitz,1,sixth,Noun,base,sixth,,NaturalWikiText
= = = British defensive preparations = = =,4,defensive,Noun,singular,defensive,,NaturalWikiText
sphaerocarpa form a separate clade nearby,3,separate,Verb,base,separate,,NaturalWikiText
= = = The Prophecy of Gray = = =,6,grey,Adjective,positive,gray,,NaturalWikiText
= = = Disputed conversion to Islam = = =,3,dispute,Noun,past,disputed,,NaturalWikiText
"A report from Washington , D",1,report,Verb,singular,report,,NaturalWikiText
"Behrens , Roy R ( 2009 )",2,roy,Noun,positive,roy,,NaturalWikiText
""" Take On Me "" ( Extended version ) – 4 : 50",1,take,Verb,singular,take,,NaturalWikiText
The Lay Preacher,1,lie,Verb,past,lay,,NaturalWikiText
"Secondly , the Christians lent the sum of Rs",6,sum,Noun,singular,sum,,NaturalWikiText
= = = = The Hardy Boyz ( 1998 – 2001 ) = = = =,5,hardy,Noun,singular,hardy,,NaturalWikiText
= = = Thrilling Wonder Stories = = =,5,storie,Noun,plural,stories,,NaturalWikiText
@ 1 million from IMAX venues,5,venue,Noun,plural,venues,,NaturalWikiText
Film historian Q,1,historian,Noun,singular,historian,,NaturalWikiText
"On 24 January 2015 , Sheeran recalled the backstory of "" Photograph "" for the VH1 Storytellers",11,photograph,Noun,base,photograph,,NaturalWikiText
= = Style of play = =,2,style,Noun,singular,style,,NaturalWikiText
United Arab Emirates,0,unite,Verb,past,united,,NaturalWikiText
= Pedra Branca dispute =,3,dispute,Noun,singular,dispute,,NaturalWikiText
"Since the founding of the Order , $ 3 @",2,founding,Noun,singular,founding,,NaturalWikiText
To homicide detective Robert D,2,detective,Noun,singular,detective,,NaturalWikiText
"Winners ( 4 ) : 1926 – 27 , 1928 – 29 , 1973 – 74 , 1994 – 95",0,winner,Noun,plural,winners,,NaturalWikiText
The album debuted on the U,2,debut,Noun,past,debuted,,NaturalWikiText
The extant Bus,2,bus,Noun,singular,bus,,NaturalWikiText
"Slaughterhouse Cases , 83 U",1,case,Noun,plural,cases,,NaturalWikiText
= = = McClure 's articles = = =,5,article,Verb,base,articles,,NaturalWikiText
Epistle to the Ephesians : 1 : 1 – 2 : 18 ; 4 : 17 @-@ fin,17,fin,Noun,base,fin,,NaturalWikiText
1926 Saskatchewan map,2,map,Noun,singular,map,,NaturalWikiText
"Production – Mariah Carey , Jermaine Dupri , Bryan @-@ Michael Cox",11,cox,Noun,base,cox,,NaturalWikiText
= = Childhood to mid @-@ life = =,4,mid,Noun,positive,mid,,NaturalWikiText
= = = = = Rear delay array = = = = =,5,rear,Verb,base,rear,,NaturalWikiText
= = = New York sessions = = =,5,session,Noun,plural,sessions,,NaturalWikiText
Sum of <formula> = 3 @,0,sum,Noun,singular,sum,,NaturalWikiText
Practical Manual of Harmony,0,practical,Noun,singular,practical,,NaturalWikiText
Congress to U,0,congress,Noun,singular,congress,,NaturalWikiText
to avoid conflict,1,avoid,Verb,base,avoid,,NaturalWikiText
@ 5 metres ( 4 @,2,metre,Noun,plural,metres,,NaturalWikiText
The formation was mixed ; Stab,3,mixe,Verb,past,mixed,,NaturalWikiText
= = = External expectations of a unified Germany = = =,3,external,Noun,singular,external,,NaturalWikiText
YouTube Channel – Opus Dei,1,channel,Noun,singular,channel,,NaturalWikiText
George Lazenby was signed on to play Bond for OHMSS,7,bond,Noun,base,bond,,NaturalWikiText
= = = Windows Mobile 2003 SE = = =,4,mobile,Noun,singular,mobile,,NaturalWikiText
@ 5 Million from the overseas markets,6,market,Noun,plural,markets,,NaturalWikiText
Affluent families increasingly moved to Bellaire,3,move,Verb,past,moved,,NaturalWikiText
"Meanwhile , the Underwoods ' marriage is faltering",0,meanwhile,Noun,singular,meanwhile,,NaturalWikiText
= October 2008 Central America floods =,5,flood,Noun,base,floods,,NaturalWikiText
The Assistant U,1,assistant,Noun,positive,assistant,,NaturalWikiText
Wyatt tells Dr,1,tell,Verb,base,tells,,NaturalWikiText
Disc area : 271 @,0,disc,Noun,base,disc,,NaturalWikiText
Bad Moms ( 2016 ),0,bad,Noun,positive,bad,,NaturalWikiText
""" Blow the Millennium Pt",1,blow,Verb,positive,blow,,NaturalWikiText
acnes is of particular importance,3,particular,Noun,singular,particular,,NaturalWikiText
"They always did , too",2,de,Verb,past,did,,NaturalWikiText
"@ 4 % under the age of 13 , 11 @",5,age,Noun,singular,age,,NaturalWikiText
Order of Culture ( 1980 ),2,culture,Noun,base,culture,,NaturalWikiText
= = = Yukon Quest 300 = = =,4,quest,Noun,base,quest,,NaturalWikiText
The command of the Winterthur brigades was the most important,5,brigade,Noun,base,brigades,,NaturalWikiText
"Nobody expected Terry @-@ Thomas Fever """,0,nobody,Noun,singular,nobody,,NaturalWikiText
Representatives Richard S,0,representative,Noun,plural,representatives,,NaturalWikiText
Norton Internet Security version 2 @,1,internet,Noun,singular,internet,,NaturalWikiText
New York arrives from the U,2,arrive,Verb,base,arrives,,NaturalWikiText
They had 13 children,1,hav,Verb,past,had,,NaturalWikiText
The Venetians surrendered under favourable terms on 13 November,5,term,Noun,plural,terms,,NaturalWikiText
Air Florida canceled all flights from Miami to Key West,8,key,Noun,positive,key,,NaturalWikiText
= = = Period of the American Intercollegiate Football Association ( 1876 – 1893 ) = = =,3,period,Noun,singular,period,,NaturalWikiText
""" paper @-@ scissors @-@ stone "" )",5,stone,Noun,positive,stone,,NaturalWikiText
"After 1930 , the Italian Navy abandoned the smaller designs altogether",8,small,Noun,positive,smaller,,NaturalWikiText
Geological Survey ( USGS ) employees,1,survey,Verb,singular,survey,,NaturalWikiText
Numismatic evidence suggests he succeeded Æthelweard,1,evidence,Noun,base,evidence,,NaturalWikiText
"However , the primary product of glycogen breakdown is glucose @-@ 1 @-@ phosphate",3,primary,Noun,base,primary,,NaturalWikiText
"” Higher Education 7 ( February ) : 87 – 93 , 1978",1,higher,Noun,singular,higher,,NaturalWikiText
FEMA opened four disaster recovery centers,1,open,Verb,past,opened,,NaturalWikiText
Miguel Atwood Ferguson – strings,4,string,Noun,base,strings,,NaturalWikiText
= = = Mid @-@ Michigan to Grayling = = =,3,mid,Noun,positive,mid,,NaturalWikiText
Kid A ( 2000 ),0,kid,Verb,singular,kid,,NaturalWikiText
The Elementary Forms of the Religious Life ( 1912 ),1,elementary,Noun,singular,elementary,,NaturalWikiText
The sailor was jailed for eating the bulb,5,eat,Verb,base,eating,,NaturalWikiText
-- The fleet sailed for New York,2,fleet,Noun,base,fleet,,NaturalWikiText
The virus overruns most of the crew,6,crew,Noun,base,crew,,NaturalWikiText
@ 93 inches / 979 @,2,inch,Noun,plural,inches,,NaturalWikiText
It is beyond comprehension,0,it,Noun,singular,it,,NaturalWikiText
@ 1 kilograms ( 20 lb ) of various vegetation daily,10,daily,Noun,singular,daily,,NaturalWikiText
@ 6 ml ( mean 4 @,4,mean,Verb,base,mean,,NaturalWikiText
Unlike Aurelian ( r,0,unlike,Noun,singular,unlike,,NaturalWikiText
merula stock fairly recently,1,stock,Noun,singular,stock,,NaturalWikiText
@ 1 Dolby Digital Format,4,format,Noun,singular,format,,NaturalWikiText
The rib @-@ vaulted ceiling rises 30 feet ( 9 @,4,ceil,Verb,base,ceiling,,NaturalWikiText
""" These boys were drawn to the G",4,draw,Verb,past,drawn,,NaturalWikiText
Olive baboons tend to mate promiscuously,4,mate,Noun,base,mate,,NaturalWikiText
"Coal was usually delivered to the jetty , rather than by rail",11,rail,Noun,base,rail,,NaturalWikiText
"MC Hammer , Rick James , Alonzo Miller , arr",3,rick,Noun,base,rick,,NaturalWikiText
"London : Hart Davis , MacGibbon",2,hart,Noun,singular,hart,,NaturalWikiText
"@ 7 km ) route , from around 100 feet ( 30 @",4,route,Noun,singular,route,,NaturalWikiText
"Bragg , North Carolina to serve under the 82nd Airborne Division",5,serve,Noun,singular,serve,,NaturalWikiText
The maximum length of vessel currently accepted is 530 feet ( 161 @,4,vessel,Noun,base,vessel,,NaturalWikiText
"@ 3 score to Tokyo , 8 @",2,score,Noun,singular,score,,NaturalWikiText
Nayavāda is the theory of partial standpoints or viewpoints,5,partial,Noun,positive,partial,,NaturalWikiText
= = = Alleged eavesdropping operations = = =,3,allege,Verb,past,alleged,,NaturalWikiText
The Cape lobster is endemic to South Africa,1,cape,Noun,base,cape,,NaturalWikiText
= Mongol siege of Kaifeng =,2,siege,Noun,base,siege,,NaturalWikiText
= Jack Russell Terrier =,1,jack,Noun,base,jack,,NaturalWikiText
Solís himself appears on both tracks,5,track,Noun,plural,tracks,,NaturalWikiText
A tablet dating to c,2,date,Noun,base,dating,,NaturalWikiText
Rapunzel 's silent chameleon sidekick,2,silent,Noun,positive,silent,,NaturalWikiText
Mitch affected 115 sq,1,affect,Verb,past,affected,,NaturalWikiText
Kelly Schremph of Hollywood,0,kelly,Noun,singular,kelly,,NaturalWikiText
Kennedy must be assassinated before 5 June 68,1,must,Noun,singular,must,,NaturalWikiText
@ 5 cm ) by 2 feet 11 inches ( 88 @,8,inch,Noun,plural,inches,,NaturalWikiText
The text area is approximately 250 by 170 mm,1,text,Noun,singular,text,,NaturalWikiText
Unemployment originally rose from 4 @,2,rose,Noun,singular,rose,,NaturalWikiText
The description below follows Huffman ( 1970 ),3,follow,Verb,plural,follows,,NaturalWikiText
= = 2016 Olympic bid = =,4,bid,Verb,past,bid,,NaturalWikiText
""" The Same Thing "" ( Dixon ) – 2 : 57",3,thing,Noun,singular,thing,,NaturalWikiText
