Sentence,Target Index,Lemma,Category,Inflection Label,Word Form,Source Type
Some paintings also depict the sacrifice of Aravan,5,sacrifice,Verb,base,sacrifice,NaturalWikiText
= = The Memorial to Heroic Self Sacrifice = =,7,sacrifice,Verb,base,sacrifice,NaturalWikiText
= = = Memorial to Heroic Self Sacrifice = = =,7,sacrifice,Verb,base,sacrifice,NaturalWikiText
Accepting a sacrifice can be lethal,2,sacrifice,Verb,base,sacrifice,NaturalWikiText
The Sacrifice of Noah,1,sacrifice,Verb,base,sacrifice,NaturalWikiText
Some paintings also depict the sacrifice of Aravan,5,sacrifice,Verb,singular,sacrifice,NaturalWikiText
= = The Memorial to Heroic Self Sacrifice = =,7,sacrifice,Verb,singular,sacrifice,NaturalWikiText
= = = Memorial to Heroic Self Sacrifice = = =,7,sacrifice,Verb,singular,sacrifice,NaturalWikiText
Accepting a sacrifice can be lethal,2,sacrifice,Verb,singular,sacrifice,NaturalWikiText
The Sacrifice of Noah,1,sacrifice,Verb,singular,sacrifice,NaturalWikiText
Survival rates differ by region,1,rate,Noun,plural,rates,NaturalWikiText
Shade considerably hampers growth rates,4,rate,Noun,plural,rates,NaturalWikiText
= = = = Effect on interest rates = = = =,7,rate,Noun,plural,rates,NaturalWikiText
The annualised 1999 – 2008 growth rates for Tamil Nadu ( 9 @,6,rate,Noun,plural,rates,NaturalWikiText
"Farther west , rainfall rates of 50 – 100 mm ( 2 @",4,rate,Noun,plural,rates,NaturalWikiText
Survival rates differ by region,1,rate,Noun,base,rates,NaturalWikiText
Shade considerably hampers growth rates,4,rate,Noun,base,rates,NaturalWikiText
= = = = Effect on interest rates = = = =,7,rate,Noun,base,rates,NaturalWikiText
The annualised 1999 – 2008 growth rates for Tamil Nadu ( 9 @,6,rate,Noun,base,rates,NaturalWikiText
"Farther west , rainfall rates of 50 – 100 mm ( 2 @",4,rate,Noun,base,rates,NaturalWikiText
Helms was able to retain the championship,2,able,Verb,base,able,NaturalWikiText
He was able to,2,able,Verb,base,able,NaturalWikiText
Unden ! able ( 2016 ),2,able,Verb,base,able,NaturalWikiText
Able was detonated on 1 July 1946,0,able,Verb,base,able,NaturalWikiText
They were able to incorporate many suggestions into the retail version,2,able,Verb,base,able,NaturalWikiText
Helms was able to retain the championship,2,able,Verb,positive,able,NaturalWikiText
He was able to,2,able,Verb,positive,able,NaturalWikiText
Unden ! able ( 2016 ),2,able,Verb,positive,able,NaturalWikiText
Able was detonated on 1 July 1946,0,able,Verb,positive,able,NaturalWikiText
They were able to incorporate many suggestions into the retail version,2,able,Verb,positive,able,NaturalWikiText
Helms was able to retain the championship,2,able,Verb,singular,able,NaturalWikiText
He was able to,2,able,Verb,singular,able,NaturalWikiText
Unden ! able ( 2016 ),2,able,Verb,singular,able,NaturalWikiText
Able was detonated on 1 July 1946,0,able,Verb,singular,able,NaturalWikiText
They were able to incorporate many suggestions into the retail version,2,able,Verb,singular,able,NaturalWikiText
Abner Doubleday assumed command,2,assume,Verb,past,assumed,NaturalWikiText
After Andrew Jackson assumed the U,3,assume,Verb,past,assumed,NaturalWikiText
Palmer assumed command on 27 July,1,assume,Verb,past,assumed,NaturalWikiText
""" Nasser assumed military command",2,assume,Verb,past,assumed,NaturalWikiText
"Huntington , assumed leadership of the shipyard",2,assume,Verb,past,assumed,NaturalWikiText
"Condom "" or "" Earl of Condom """,4,earl,Noun,singular,earl,NaturalWikiText
Earl Hutchinson Sr,0,earl,Noun,singular,earl,NaturalWikiText
"Alphonso , Earl of Chester ( 1273 – 1284 )",2,earl,Noun,singular,earl,NaturalWikiText
"George Hastings , 4th Earl of Huntingdon",4,earl,Noun,singular,earl,NaturalWikiText
"Charles Neville , 6th Earl of Westmorland",4,earl,Noun,singular,earl,NaturalWikiText
= Sprain Brook Parkway =,3,parkway,Noun,singular,parkway,NaturalWikiText
@ 3 km ) of parkway,5,parkway,Noun,singular,parkway,NaturalWikiText
The parkway was instead shortened from Bronxville to Elmsford,1,parkway,Noun,singular,parkway,NaturalWikiText
Rockefeller Memorial Parkway,2,parkway,Noun,singular,parkway,NaturalWikiText
= Donald Cousens Parkway =,3,parkway,Noun,singular,parkway,NaturalWikiText
= West End Girls =,2,end,Noun,base,end,NaturalWikiText
= = = Preston North End = = =,5,end,Noun,base,end,NaturalWikiText
"Towards the end , C",2,end,Noun,base,end,NaturalWikiText
""" The End of the End "" – 2 : 57",2,end,Noun,base,end,NaturalWikiText
@ 8 million by the end of July 2,5,end,Noun,base,end,NaturalWikiText
= West End Girls =,2,end,Noun,singular,end,NaturalWikiText
= = = Preston North End = = =,5,end,Noun,singular,end,NaturalWikiText
"Towards the end , C",2,end,Noun,singular,end,NaturalWikiText
""" The End of the End "" – 2 : 57",2,end,Noun,singular,end,NaturalWikiText
@ 8 million by the end of July 2,5,end,Noun,singular,end,NaturalWikiText
Martin 's Griffin,0,martin,Noun,singular,martin,NaturalWikiText
"Weitzman , Martin L",2,martin,Noun,singular,martin,NaturalWikiText
= Thomas Bryan Martin =,3,martin,Noun,singular,martin,NaturalWikiText
Edward Martin ( 1723 – 1775 ),1,martin,Noun,singular,martin,NaturalWikiText
Frances Martin ( 1727 – 1813 ),1,martin,Noun,singular,martin,NaturalWikiText
The Fool 's Gold Loaf connection to Elvis dominates the media 's coverage of the subject,15,subject,Noun,base,subject,NaturalWikiText
"Indra was the subject of 250 hymns , a quarter of the Rig Veda",3,subject,Noun,base,subject,NaturalWikiText
The formation of the Avon Gorge is the subject of mediaeval mythology,8,subject,Noun,base,subject,NaturalWikiText
or subject to the jurisdiction thereof,1,subject,Noun,base,subject,NaturalWikiText
What happened next was a subject of some controversy,5,subject,Noun,base,subject,NaturalWikiText
The Fool 's Gold Loaf connection to Elvis dominates the media 's coverage of the subject,15,subject,Noun,singular,subject,NaturalWikiText
"Indra was the subject of 250 hymns , a quarter of the Rig Veda",3,subject,Noun,singular,subject,NaturalWikiText
The formation of the Avon Gorge is the subject of mediaeval mythology,8,subject,Noun,singular,subject,NaturalWikiText
or subject to the jurisdiction thereof,1,subject,Noun,singular,subject,NaturalWikiText
What happened next was a subject of some controversy,5,subject,Noun,singular,subject,NaturalWikiText
The Fool 's Gold Loaf connection to Elvis dominates the media 's coverage of the subject,15,subject,Noun,positive,subject,NaturalWikiText
"Indra was the subject of 250 hymns , a quarter of the Rig Veda",3,subject,Noun,positive,subject,NaturalWikiText
The formation of the Avon Gorge is the subject of mediaeval mythology,8,subject,Noun,positive,subject,NaturalWikiText
or subject to the jurisdiction thereof,1,subject,Noun,positive,subject,NaturalWikiText
What happened next was a subject of some controversy,5,subject,Noun,positive,subject,NaturalWikiText
"After swiftly recovering from the sack of Rome , the Romans immediately resumed their expansion within Italy",12,resume,Verb,past,resumed,NaturalWikiText
Wenninger resumed command on 16 April,1,resume,Verb,past,resumed,NaturalWikiText
Construction was eventually resumed on 1 April 2004,3,resume,Verb,past,resumed,NaturalWikiText
WWV resumed normal broadcasts on 2 @,1,resume,Verb,past,resumed,NaturalWikiText
"Within seven months of Galerius 's proclamation , Maximinus resumed persecution",9,resume,Verb,past,resumed,NaturalWikiText
= = Influence on the creation of Brazilian Jiu Jitsu = =,2,influence,Noun,base,influence,NaturalWikiText
= = = Influence on Mohandas Karamchand Gandhi = = =,3,influence,Noun,base,influence,NaturalWikiText
= = = Influence ( 1849 – 1860 ) = = =,3,influence,Noun,base,influence,NaturalWikiText
= = = Influence of Messiaen = = =,3,influence,Noun,base,influence,NaturalWikiText
= = = Influence of Debussy = = =,3,influence,Noun,base,influence,NaturalWikiText
= = Influence on the creation of Brazilian Jiu Jitsu = =,2,influence,Noun,singular,influence,NaturalWikiText
= = = Influence on Mohandas Karamchand Gandhi = = =,3,influence,Noun,singular,influence,NaturalWikiText
= = = Influence ( 1849 – 1860 ) = = =,3,influence,Noun,singular,influence,NaturalWikiText
= = = Influence of Messiaen = = =,3,influence,Noun,singular,influence,NaturalWikiText
= = = Influence of Debussy = = =,3,influence,Noun,singular,influence,NaturalWikiText
= = The Spencer aristocracy = =,3,spencer,Noun,singular,spencer,NaturalWikiText
Percy Spencer ( 9 July 1894 – 8 September 1970 ) American inventor of the microwave oven,1,spencer,Noun,singular,spencer,NaturalWikiText
The film is narrated by Spencer Tracy,5,spencer,Noun,singular,spencer,NaturalWikiText
= = = Roberts versus Spencer = = =,5,spencer,Noun,singular,spencer,NaturalWikiText
"Kimball , Spencer W",2,spencer,Noun,singular,spencer,NaturalWikiText
Since the actual deflection of 11 @,2,actual,Noun,singular,actual,NaturalWikiText
"@ 8 cu mi ) , actual capacity is 9 @",6,actual,Noun,singular,actual,NaturalWikiText
The actual mission was summarized by the U,1,actual,Noun,singular,actual,NaturalWikiText
= = Assault occasioning actual bodily harm = =,4,actual,Noun,singular,actual,NaturalWikiText
Mere fright or anxiety is insufficient for actual bodily harm,7,actual,Noun,singular,actual,NaturalWikiText
Since the actual deflection of 11 @,2,actual,Noun,positive,actual,NaturalWikiText
"@ 8 cu mi ) , actual capacity is 9 @",6,actual,Noun,positive,actual,NaturalWikiText
The actual mission was summarized by the U,1,actual,Noun,positive,actual,NaturalWikiText
= = Assault occasioning actual bodily harm = =,4,actual,Noun,positive,actual,NaturalWikiText
Mere fright or anxiety is insufficient for actual bodily harm,7,actual,Noun,positive,actual,NaturalWikiText
@ 8 % of blunt chest trauma deaths,5,chest,Noun,base,chest,NaturalWikiText
Wieder 's chest,2,chest,Noun,base,chest,NaturalWikiText
Garuda di Dadaku ( Garuda on my Chest ; 2009 ),7,chest,Noun,base,chest,NaturalWikiText
Garuda di Dadaku 2 ( Garuda on my Chest 2 ; 2011 ),8,chest,Noun,base,chest,NaturalWikiText
The cysts can be detected by chest CT scan,6,chest,Noun,base,chest,NaturalWikiText
@ 8 % of blunt chest trauma deaths,5,chest,Noun,singular,chest,NaturalWikiText
Wieder 's chest,2,chest,Noun,singular,chest,NaturalWikiText
Garuda di Dadaku ( Garuda on my Chest ; 2009 ),7,chest,Noun,singular,chest,NaturalWikiText
Garuda di Dadaku 2 ( Garuda on my Chest 2 ; 2011 ),8,chest,Noun,singular,chest,NaturalWikiText
The cysts can be detected by chest CT scan,6,chest,Noun,singular,chest,NaturalWikiText
The animation of the characters also captured their attention,6,capture,Noun,past,captured,NaturalWikiText
Instead he was captured by the Partisans,3,capture,Noun,past,captured,NaturalWikiText
Patton captured Leipzig,1,capture,Noun,past,captured,NaturalWikiText
"On 11 June , ISIL captured Tikrit",5,capture,Noun,past,captured,NaturalWikiText
"Around 7 @,@ 000 Reds were captured",6,capture,Noun,past,captured,NaturalWikiText
Fruiting occurs from July to October,1,occur,Verb,base,occurs,NaturalWikiText
Social isolation commonly occurs,3,occur,Verb,base,occurs,NaturalWikiText
Mating occurs belly to belly,1,occur,Verb,base,occurs,NaturalWikiText
Fertilization occurs externally,1,occur,Verb,base,occurs,NaturalWikiText
The error of iotacism occurs infrequently,4,occur,Verb,base,occurs,NaturalWikiText
= = Methods of measurement = =,2,method,Noun,base,methods,NaturalWikiText
Methods of summoning ( e,0,method,Noun,base,methods,NaturalWikiText
= = Phylogeny @-@ aware methods = =,5,method,Noun,base,methods,NaturalWikiText
= = = Monte Carlo methods = = =,5,method,Noun,base,methods,NaturalWikiText
Any ' absolutist ' methods,4,method,Noun,base,methods,NaturalWikiText
"5 – Xe – X , where X is CN , F , or Cl",6,where,Noun,singular,where,NaturalWikiText
"R – C ≡ C – Xe + , where R is C",9,where,Noun,singular,where,NaturalWikiText
= = = Where is HAL 9000 ? = = =,3,where,Noun,singular,where,NaturalWikiText
1969 : Where the action is,2,where,Noun,singular,where,NaturalWikiText
"Where the tinkling moorland rills ,",0,where,Noun,singular,where,NaturalWikiText
Absentee ballots decided the election ; ballots were accepted until April 13,2,decide,Verb,past,decided,NaturalWikiText
We decided on Order vs,1,decide,Verb,past,decided,NaturalWikiText
Müller therefore decided to steam into the Lombok Strait,2,decide,Verb,past,decided,NaturalWikiText
Adams appears to be a decided character,5,decide,Verb,past,decided,NaturalWikiText
I 've decided,2,decide,Verb,past,decided,NaturalWikiText
@ 7 % draws ) or 2,3,draw,Verb,base,draws,NaturalWikiText
g6 ( 37 % draws ),4,draw,Verb,base,draws,NaturalWikiText
Ecology draws on many subdisciplines,1,draw,Verb,base,draws,NaturalWikiText
"Most consecutive draws : 3 ( twice ) , 21 October 1933 – 27 December 1938 ; 25 January 1947 – 1 September 1947",2,draw,Verb,base,draws,NaturalWikiText
The Kalpa also draws on Arthur C,3,draw,Verb,base,draws,NaturalWikiText
= = Threats of removal = =,2,threat,Noun,plural,threats,NaturalWikiText
= = Threats to the survival of the species = =,2,threat,Noun,plural,threats,NaturalWikiText
Attention was heightened by terrorist threats,5,threat,Noun,plural,threats,NaturalWikiText
The Earps were tired of the threats,6,threat,Noun,plural,threats,NaturalWikiText
Threats to B,0,threat,Noun,plural,threats,NaturalWikiText
= = Threats of removal = =,2,threat,Noun,base,threats,NaturalWikiText
= = Threats to the survival of the species = =,2,threat,Noun,base,threats,NaturalWikiText
Attention was heightened by terrorist threats,5,threat,Noun,base,threats,NaturalWikiText
The Earps were tired of the threats,6,threat,Noun,base,threats,NaturalWikiText
Threats to B,0,threat,Noun,base,threats,NaturalWikiText
He was also vital for the forming of the Minnesota Timberwolves,6,forming,Noun,singular,forming,NaturalWikiText
", thus forming the Daughters of the American Revolution",2,forming,Noun,singular,forming,NaturalWikiText
= = = Forming a consensus = = =,3,forming,Noun,singular,forming,NaturalWikiText
""" Forming impressions of personality """,1,forming,Noun,singular,forming,NaturalWikiText
laevigata ( forming C,2,forming,Noun,singular,forming,NaturalWikiText
"@ 1 million ) , operating expenses of ₹ 03 @",5,operate,Verb,base,operating,NaturalWikiText
"21 / 453 Squadron ) , operating obsolescent Brewster Buffalos",6,operate,Verb,base,operating,NaturalWikiText
Wu operating on Stark,1,operate,Verb,base,operating,NaturalWikiText
"government , ostensibly operating under the U",3,operate,Verb,base,operating,NaturalWikiText
"Whitaker , to form a skeleton operating staff for X @-@ 10",6,operate,Verb,base,operating,NaturalWikiText
"Thus , projections appear on the coordinate axes rather than on the coordinate planes",13,plane,Noun,plural,planes,NaturalWikiText
V @-@ E ) reconnaissance planes under licence,5,plane,Noun,plural,planes,NaturalWikiText
43 reconnaissance float planes or Reggiane Re,3,plane,Noun,plural,planes,NaturalWikiText
= = Planes designed by Verville = =,2,plane,Noun,plural,planes,NaturalWikiText
43 reconnaissance float planes or Reggiane Re,3,plane,Noun,plural,planes,NaturalWikiText
"Thus , projections appear on the coordinate axes rather than on the coordinate planes",13,plane,Noun,base,planes,NaturalWikiText
V @-@ E ) reconnaissance planes under licence,5,plane,Noun,base,planes,NaturalWikiText
43 reconnaissance float planes or Reggiane Re,3,plane,Noun,base,planes,NaturalWikiText
= = Planes designed by Verville = =,2,plane,Noun,base,planes,NaturalWikiText
43 reconnaissance float planes or Reggiane Re,3,plane,Noun,base,planes,NaturalWikiText
"@ 0 oz ) , usually closer to 128 g ( 4 @",6,close,Verb,positive,closer,NaturalWikiText
"@ 0 km ) closer to Philadelphia , on October 20",4,close,Verb,positive,closer,NaturalWikiText
We were closer than brothers,2,close,Verb,positive,closer,NaturalWikiText
They 'll be ] closer than they 've ever been,4,close,Verb,positive,closer,NaturalWikiText
"2008 : "" Closer "" ( Ne @-@ Yo )",3,close,Verb,positive,closer,NaturalWikiText
"@ 0 oz ) , usually closer to 128 g ( 4 @",6,closer,Noun,singular,closer,NaturalWikiText
"@ 0 km ) closer to Philadelphia , on October 20",4,closer,Noun,singular,closer,NaturalWikiText
We were closer than brothers,2,closer,Noun,singular,closer,NaturalWikiText
They 'll be ] closer than they 've ever been,4,closer,Noun,singular,closer,NaturalWikiText
"2008 : "" Closer "" ( Ne @-@ Yo )",3,closer,Noun,singular,closer,NaturalWikiText
The asci are 190 – 225 by 9 – 10 µm,2,are,Noun,singular,are,NaturalWikiText
All exits are unnumbered,2,are,Noun,singular,are,NaturalWikiText
""" We are extremely grateful for all the support",2,are,Noun,singular,are,NaturalWikiText
These are the vision,1,are,Noun,singular,are,NaturalWikiText
Proteins are always biosynthesized from N @-@ terminus to C @-@ terminus,1,are,Noun,singular,are,NaturalWikiText
Olivia then intensified steadily,2,intensify,Verb,past,intensified,NaturalWikiText
Conflicts among Solidarity factions intensified,4,intensify,Verb,past,intensified,NaturalWikiText
"intensified by some unexpected touches """,0,intensify,Verb,past,intensified,NaturalWikiText
The persecution intensified,2,intensify,Verb,past,intensified,NaturalWikiText
"According to the JMA , however , Nina never re @-@ intensified",11,intensify,Verb,past,intensified,NaturalWikiText
"@ 4 assists , 6 @",2,assist,Verb,base,assists,NaturalWikiText
"@ 9 ppg ) , assists ( 5 @",5,assist,Verb,base,assists,NaturalWikiText
"@ 5 assists , 4 @",2,assist,Verb,base,assists,NaturalWikiText
"@ 7 assists , 2 @",2,assist,Verb,base,assists,NaturalWikiText
"@ 4 ) , assists ( 2 @",4,assist,Verb,base,assists,NaturalWikiText
"@ 4 assists , 6 @",2,assist,Verb,plural,assists,NaturalWikiText
"@ 9 ppg ) , assists ( 5 @",5,assist,Verb,plural,assists,NaturalWikiText
"@ 5 assists , 4 @",2,assist,Verb,plural,assists,NaturalWikiText
"@ 7 assists , 2 @",2,assist,Verb,plural,assists,NaturalWikiText
"@ 4 ) , assists ( 2 @",4,assist,Verb,plural,assists,NaturalWikiText
= = = = Expansion of mining = = = =,6,mine,Noun,base,mining,NaturalWikiText
Mining accounted for 3 @,0,mine,Noun,base,mining,NaturalWikiText
A mining sector of 0 @,1,mine,Noun,base,mining,NaturalWikiText
= = = = Pollution from mining = = = =,6,mine,Noun,base,mining,NaturalWikiText
Cinnabar mining was also a very lucrative industry,1,mine,Noun,base,mining,NaturalWikiText
= = Proposals for the future = =,2,proposal,Noun,plural,proposals,NaturalWikiText
= = = Proposals for reuse = = =,3,proposal,Noun,plural,proposals,NaturalWikiText
= = Proposals to demolish = =,2,proposal,Noun,plural,proposals,NaturalWikiText
= = George Frederic Watts 's memorial proposals = =,7,proposal,Noun,plural,proposals,NaturalWikiText
"= = = "" Blood for goods "" proposals = = =",8,proposal,Noun,plural,proposals,NaturalWikiText
Pictures of Alkan,0,picture,Noun,plural,pictures,NaturalWikiText
"= = = Motion pictures , television = = =",4,picture,Noun,plural,pictures,NaturalWikiText
""" Pictures "" ( Dan Carey , Sia Furler ) – 3 : 37",1,picture,Noun,plural,pictures,NaturalWikiText
Most Radio Pictures Inc,2,picture,Noun,plural,pictures,NaturalWikiText
Plaster Caster ( Xenon Pictures ) ( 2001 ),4,picture,Noun,plural,pictures,NaturalWikiText
Pictures of Alkan,0,picture,Noun,base,pictures,NaturalWikiText
"= = = Motion pictures , television = = =",4,picture,Noun,base,pictures,NaturalWikiText
""" Pictures "" ( Dan Carey , Sia Furler ) – 3 : 37",1,picture,Noun,base,pictures,NaturalWikiText
Most Radio Pictures Inc,2,picture,Noun,base,pictures,NaturalWikiText
Plaster Caster ( Xenon Pictures ) ( 2001 ),4,picture,Noun,base,pictures,NaturalWikiText
= Exploration of Jupiter =,3,jupiter,Noun,singular,jupiter,NaturalWikiText
@ 11 Jupiter radii ),2,jupiter,Noun,singular,jupiter,NaturalWikiText
@ 827 Jupiter radii,2,jupiter,Noun,singular,jupiter,NaturalWikiText
"@ 2 AU , until Jupiter 's orbit",5,jupiter,Noun,singular,jupiter,NaturalWikiText
"@ 842 RJ , or about 80 % the radius of Jupiter",11,jupiter,Noun,singular,jupiter,NaturalWikiText
The status of the Florida panther remains uncertain,6,remain,Noun,plural,remains,NaturalWikiText
Curran 's murder officially remains unsolved,4,remain,Noun,plural,remains,NaturalWikiText
The murder remains unsolved,2,remain,Noun,plural,remains,NaturalWikiText
The Mikado remains the most frequently performed Savoy Opera,2,remain,Noun,plural,remains,NaturalWikiText
Gisborough Priory is characterised by a few highly visible remains,9,remain,Noun,plural,remains,NaturalWikiText
The status of the Florida panther remains uncertain,6,remain,Noun,base,remains,NaturalWikiText
Curran 's murder officially remains unsolved,4,remain,Noun,base,remains,NaturalWikiText
The murder remains unsolved,2,remain,Noun,base,remains,NaturalWikiText
The Mikado remains the most frequently performed Savoy Opera,2,remain,Noun,base,remains,NaturalWikiText
Gisborough Priory is characterised by a few highly visible remains,9,remain,Noun,base,remains,NaturalWikiText
""" Buy Me a Condo "" ( Yankovic ) – 3 : 45",1,buy,Verb,base,buy,NaturalWikiText
They can also buy souvenir prison shirts,3,buy,Verb,base,buy,NaturalWikiText
They can also buy souvenir prison shirts,3,buy,Verb,base,buy,NaturalWikiText
"Papa , please buy me a tackle",3,buy,Verb,base,buy,NaturalWikiText
Available to buy for $ 2 @,2,buy,Verb,base,buy,NaturalWikiText
""" Buy Me a Condo "" ( Yankovic ) – 3 : 45",1,buy,Verb,singular,buy,NaturalWikiText
They can also buy souvenir prison shirts,3,buy,Verb,singular,buy,NaturalWikiText
They can also buy souvenir prison shirts,3,buy,Verb,singular,buy,NaturalWikiText
"Papa , please buy me a tackle",3,buy,Verb,singular,buy,NaturalWikiText
Available to buy for $ 2 @,2,buy,Verb,singular,buy,NaturalWikiText
Daisy is Sia 's cousin,4,cousin,Noun,singular,cousin,NaturalWikiText
"Laura Vandervoort plays Kara , Clark 's Kryptonian cousin",8,cousin,Noun,singular,cousin,NaturalWikiText
"Finally , Breckinridge 's cousin , California 's Edward C",4,cousin,Noun,singular,cousin,NaturalWikiText
"Bennet 's cousin , Mr",2,cousin,Noun,singular,cousin,NaturalWikiText
= Germanus ( cousin of Justinian I ) =,3,cousin,Noun,singular,cousin,NaturalWikiText
= = Filmography by awards = =,4,award,Noun,plural,awards,NaturalWikiText
"Consecutive MVP awards ( 4 ) , 2001 – 04",2,award,Noun,plural,awards,NaturalWikiText
= = = Primetime Emmy Awards = = =,5,award,Noun,plural,awards,NaturalWikiText
2006 Filmfare Awards,2,award,Noun,plural,awards,NaturalWikiText
2006 Zee Cine Awards,3,award,Noun,plural,awards,NaturalWikiText
= = Filmography by awards = =,4,award,Noun,base,awards,NaturalWikiText
"Consecutive MVP awards ( 4 ) , 2001 – 04",2,award,Noun,base,awards,NaturalWikiText
= = = Primetime Emmy Awards = = =,5,award,Noun,base,awards,NaturalWikiText
2006 Filmfare Awards,2,award,Noun,base,awards,NaturalWikiText
2006 Zee Cine Awards,3,award,Noun,base,awards,NaturalWikiText
The Lay Preacher,1,lay,Verb,base,lay,NaturalWikiText
The cottage lay 3 – 3 @,2,lay,Verb,base,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,base,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,base,lay,NaturalWikiText
"Kenny Lay — he 's the new Gordon Gekko """,1,lay,Verb,base,lay,NaturalWikiText
The Lay Preacher,1,lay,Verb,singular,lay,NaturalWikiText
The cottage lay 3 – 3 @,2,lay,Verb,singular,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,singular,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,singular,lay,NaturalWikiText
"Kenny Lay — he 's the new Gordon Gekko """,1,lay,Verb,singular,lay,NaturalWikiText
The Lay Preacher,1,lay,Verb,positive,lay,NaturalWikiText
The cottage lay 3 – 3 @,2,lay,Verb,positive,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,positive,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lay,Verb,positive,lay,NaturalWikiText
"Kenny Lay — he 's the new Gordon Gekko """,1,lay,Verb,positive,lay,NaturalWikiText
The Lay Preacher,1,lie,Verb,past,lay,NaturalWikiText
The cottage lay 3 – 3 @,2,lie,Verb,past,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lie,Verb,past,lay,NaturalWikiText
"Lay summary – WorldCat ( April 12 , 2010 )",0,lie,Verb,past,lay,NaturalWikiText
"Kenny Lay — he 's the new Gordon Gekko """,1,lie,Verb,past,lay,NaturalWikiText
"Previously , members of the U",2,member,Noun,plural,members,NaturalWikiText
Members of the Indian parliament demanded severe punishment for the perpetrators,0,member,Noun,plural,members,NaturalWikiText
@ 8 family members,3,member,Noun,plural,members,NaturalWikiText
All members of the association were Serbs,1,member,Noun,plural,members,NaturalWikiText
Some members of Parliament reacted negatively,1,member,Noun,plural,members,NaturalWikiText
"Previously , members of the U",2,member,Noun,base,members,NaturalWikiText
Members of the Indian parliament demanded severe punishment for the perpetrators,0,member,Noun,base,members,NaturalWikiText
@ 8 family members,3,member,Noun,base,members,NaturalWikiText
All members of the association were Serbs,1,member,Noun,base,members,NaturalWikiText
Some members of Parliament reacted negatively,1,member,Noun,base,members,NaturalWikiText
Longacre to new Mint Director William Millward,3,mint,Noun,base,mint,NaturalWikiText
= = Mint superintendent ( 1889 – 1894 ) = =,2,mint,Noun,base,mint,NaturalWikiText
Mint Director George E,0,mint,Noun,base,mint,NaturalWikiText
= New Orleans Mint =,3,mint,Noun,base,mint,NaturalWikiText
Foote the new superintendent of the mint,6,mint,Noun,base,mint,NaturalWikiText
Longacre to new Mint Director William Millward,3,mint,Noun,singular,mint,NaturalWikiText
= = Mint superintendent ( 1889 – 1894 ) = =,2,mint,Noun,singular,mint,NaturalWikiText
Mint Director George E,0,mint,Noun,singular,mint,NaturalWikiText
= New Orleans Mint =,3,mint,Noun,singular,mint,NaturalWikiText
Foote the new superintendent of the mint,6,mint,Noun,singular,mint,NaturalWikiText
Longacre to new Mint Director William Millward,3,mint,Noun,positive,mint,NaturalWikiText
= = Mint superintendent ( 1889 – 1894 ) = =,2,mint,Noun,positive,mint,NaturalWikiText
Mint Director George E,0,mint,Noun,positive,mint,NaturalWikiText
= New Orleans Mint =,3,mint,Noun,positive,mint,NaturalWikiText
Foote the new superintendent of the mint,6,mint,Noun,positive,mint,NaturalWikiText
Availability of substitute goods,2,substitute,Verb,base,substitute,NaturalWikiText
= Lisa 's Substitute =,3,substitute,Verb,base,substitute,NaturalWikiText
a substitute child for Anderton,1,substitute,Verb,base,substitute,NaturalWikiText
"The Bricker substitute fails , 50 @-@ 42",2,substitute,Verb,base,substitute,NaturalWikiText
"The George substitute is adopted , 61 @-@ 30",2,substitute,Verb,base,substitute,NaturalWikiText
Availability of substitute goods,2,substitute,Verb,singular,substitute,NaturalWikiText
= Lisa 's Substitute =,3,substitute,Verb,singular,substitute,NaturalWikiText
a substitute child for Anderton,1,substitute,Verb,singular,substitute,NaturalWikiText
"The Bricker substitute fails , 50 @-@ 42",2,substitute,Verb,singular,substitute,NaturalWikiText
"The George substitute is adopted , 61 @-@ 30",2,substitute,Verb,singular,substitute,NaturalWikiText
Nancy Basile of About,0,nancy,Noun,singular,nancy,NaturalWikiText
Nancy Basile of About,0,nancy,Noun,singular,nancy,NaturalWikiText
Nancy Basile of About,0,nancy,Noun,singular,nancy,NaturalWikiText
"Terry , Patricia ; Nancy Vine ( 1993 )",4,nancy,Noun,singular,nancy,NaturalWikiText
"Durling , Nancy Vine ( 1997 )",2,nancy,Noun,singular,nancy,NaturalWikiText
= Carre 's Grammar School =,4,school,Verb,base,school,NaturalWikiText
Thomas ' Episcopal School,3,school,Verb,base,school,NaturalWikiText
"After school , Mrs",1,school,Verb,base,school,NaturalWikiText
Spirit of Aggieland : The school 's alma mater,5,school,Verb,base,school,NaturalWikiText
"Upon graduation from Ranger School , Capt",4,school,Verb,base,school,NaturalWikiText
= Carre 's Grammar School =,4,school,Verb,singular,school,NaturalWikiText
Thomas ' Episcopal School,3,school,Verb,singular,school,NaturalWikiText
"After school , Mrs",1,school,Verb,singular,school,NaturalWikiText
Spirit of Aggieland : The school 's alma mater,5,school,Verb,singular,school,NaturalWikiText
